"ID";"block";"experience";"STEMContrasts1";"STEMContrasts2";"experienceContrasts";"STEM";"sexContrasts";"nStimuliContrasts1";"nStimuliContrasts2";"typeContrasts";"sex";"nStimuli";"typeOfAlternatives";"hitSum";"incorrectSum";"acc";"accAttempts";"attempts";"fullCorrectTrials";"accScoringSystem"
"id186";"main6";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";24;0;1;1;24;12;1
"id54";"main1";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";23;1;0.958333333333333;0.958333333333333;24;11;0.916666666666667
"id54";"main2";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";24;0;1;1;24;6;1
"id54";"main3";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";24;0;1;1;24;24;1
"id54";"main4";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";22;2;0.916666666666667;0.916666666666667;24;10;0.833333333333333
"id54";"main5";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";24;0;1;1;24;6;1
"id54";"main6";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";23;1;0.958333333333333;0.958333333333333;24;23;0.958333333333333
"id193";"main1";"no";0;1;-1;"nonSTEM";-1;0;1;1;"female";4;"mixed";20;4;0.833333333333333;0.833333333333333;24;8;0.666666666666667
"id193";"main2";"no";0;1;-1;"nonSTEM";-1;1;0;-1;"female";2;"paired";20;4;0.833333333333333;0.833333333333333;24;20;0.833333333333333
"id193";"main3";"no";0;1;-1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";14;6;0.583333333333333;0.7;16;2;0.333333333333333
"id193";"main4";"no";0;1;-1;"nonSTEM";-1;0;1;-1;"female";4;"paired";20;4;0.833333333333333;0.833333333333333;24;8;0.666666666666667
"id193";"main5";"no";0;1;-1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";23;1;0.958333333333333;0.958333333333333;24;5;0.833333333333333
"id193";"main6";"no";0;1;-1;"nonSTEM";-1;1;0;1;"female";2;"mixed";21;3;0.875;0.875;24;21;0.875
"id145";"main1";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";24;0;1;1;24;24;1
"id145";"main2";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";23;1;0.958333333333333;0.958333333333333;24;5;0.833333333333333
"id145";"main3";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";23;1;0.958333333333333;0.958333333333333;24;11;0.916666666666667
"id145";"main4";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";24;0;1;1;24;6;1
"id145";"main5";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";24;0;1;1;24;24;1
"id145";"main6";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";24;0;1;1;24;12;1
"id3";"main1";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";21;3;0.875;0.875;24;21;0.875
"id3";"main2";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";18;6;0.75;0.75;24;1;0.166666666666667
"id3";"main3";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";12;12;0.5;0.5;24;4;0.333333333333333
"id3";"main4";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";16;8;0.666666666666667;0.666666666666667;24;4;0.333333333333333
"id3";"main5";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";19;5;0.791666666666667;0.791666666666667;24;19;0.791666666666667
"id3";"main6";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";15;9;0.625;0.625;24;3;0.5
"id66";"main1";"no";0;1;-1;"nonSTEM";1;-1;-1;1;"male";8;"mixed";23;1;0.958333333333333;0.958333333333333;24;5;0.833333333333333
"id66";"main2";"no";0;1;-1;"nonSTEM";1;0;1;-1;"male";4;"paired";24;0;1;1;24;12;1
"id66";"main3";"no";0;1;-1;"nonSTEM";1;-1;-1;-1;"male";8;"paired";22;2;0.916666666666667;0.916666666666667;24;4;0.666666666666667
"id66";"main4";"no";0;1;-1;"nonSTEM";1;1;0;1;"male";2;"mixed";24;0;1;1;24;24;1
"id66";"main5";"no";0;1;-1;"nonSTEM";1;1;0;-1;"male";2;"paired";24;0;1;1;24;24;1
"id66";"main6";"no";0;1;-1;"nonSTEM";1;0;1;1;"male";4;"mixed";24;0;1;1;24;12;1
"id229";"main1";"yes";0;1;1;"nonSTEM";1;-1;-1;-1;"male";8;"paired";23;1;0.958333333333333;0.958333333333333;24;5;0.833333333333333
"id229";"main2";"yes";0;1;1;"nonSTEM";1;1;0;1;"male";2;"mixed";23;1;0.958333333333333;0.958333333333333;24;23;0.958333333333333
"id229";"main3";"yes";0;1;1;"nonSTEM";1;1;0;-1;"male";2;"paired";22;2;0.916666666666667;0.916666666666667;24;22;0.916666666666667
"id229";"main4";"yes";0;1;1;"nonSTEM";1;0;1;-1;"male";4;"paired";24;0;1;1;24;12;1
"id229";"main5";"yes";0;1;1;"nonSTEM";1;0;1;1;"male";4;"mixed";22;2;0.916666666666667;0.916666666666667;24;10;0.833333333333333
"id229";"main6";"yes";0;1;1;"nonSTEM";1;-1;-1;1;"male";8;"mixed";23;1;0.958333333333333;0.958333333333333;24;5;0.833333333333333
"id43";"main1";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";19;5;0.791666666666667;0.791666666666667;24;8;0.666666666666667
"id43";"main2";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";19;5;0.791666666666667;0.791666666666667;24;19;0.791666666666667
"id43";"main3";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";22;2;0.916666666666667;0.916666666666667;24;22;0.916666666666667
"id43";"main4";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";19;5;0.791666666666667;0.791666666666667;24;7;0.583333333333333
"id43";"main5";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";20;4;0.833333333333333;0.833333333333333;24;2;0.333333333333333
"id43";"main6";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";20;4;0.833333333333333;0.833333333333333;24;4;0.666666666666667
"id176";"main1";"no";0;1;-1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";22;2;0.916666666666667;0.916666666666667;22;5;0.833333333333333
"id176";"main2";"no";0;1;-1;"nonSTEM";-1;1;0;-1;"female";2;"paired";24;0;1;1;24;24;1
"id176";"main3";"no";0;1;-1;"nonSTEM";-1;1;0;1;"female";2;"mixed";24;0;1;1;24;24;1
"id176";"main4";"no";0;1;-1;"nonSTEM";-1;0;1;1;"female";4;"mixed";24;0;1;1;24;12;1
"id176";"main5";"no";0;1;-1;"nonSTEM";-1;0;1;-1;"female";4;"paired";24;0;1;1;24;12;1
"id176";"main6";"no";0;1;-1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";23;1;0.958333333333333;0.958333333333333;24;5;0.833333333333333
"id61";"main1";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";20;4;0.833333333333333;0.833333333333333;24;3;0.5
"id61";"main2";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";23;1;0.958333333333333;0.958333333333333;24;11;0.916666666666667
"id61";"main3";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";22;2;0.916666666666667;0.916666666666667;24;22;0.916666666666667
"id61";"main4";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";24;0;1;1;24;6;1
"id61";"main5";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";24;0;1;1;24;24;1
"id61";"main6";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";21;3;0.875;0.875;24;9;0.75
"id11";"main1";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";22;2;0.916666666666667;0.916666666666667;24;10;0.833333333333333
"id11";"main2";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";20;4;0.833333333333333;0.833333333333333;24;2;0.333333333333333
"id11";"main3";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";17;7;0.708333333333333;0.708333333333333;24;5;0.416666666666667
"id11";"main4";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";19;5;0.791666666666667;0.791666666666667;24;19;0.791666666666667
"id11";"main5";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";22;2;0.916666666666667;0.916666666666667;24;22;0.916666666666667
"id11";"main6";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";17;7;0.708333333333333;0.708333333333333;24;1;0.166666666666667
"id180";"main1";"no";0;1;-1;"nonSTEM";1;1;0;1;"male";2;"mixed";21;3;0.875;0.875;24;21;0.875
"id180";"main2";"no";0;1;-1;"nonSTEM";1;-1;-1;-1;"male";8;"paired";23;1;0.958333333333333;0.958333333333333;24;5;0.833333333333333
"id180";"main3";"no";0;1;-1;"nonSTEM";1;0;1;1;"male";4;"mixed";22;2;0.916666666666667;0.916666666666667;24;10;0.833333333333333
"id180";"main4";"no";0;1;-1;"nonSTEM";1;0;1;-1;"male";4;"paired";22;2;0.916666666666667;0.916666666666667;24;10;0.833333333333333
"id180";"main5";"no";0;1;-1;"nonSTEM";1;1;0;-1;"male";2;"paired";23;1;0.958333333333333;0.958333333333333;24;23;0.958333333333333
"id180";"main6";"no";0;1;-1;"nonSTEM";1;-1;-1;1;"male";8;"mixed";24;0;1;1;24;6;1
"id6";"main1";"no";0;1;-1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";12;4;0.5;0.75;15;1;0.166666666666667
"id6";"main2";"no";0;1;-1;"nonSTEM";-1;0;1;1;"female";4;"mixed";13;3;0.541666666666667;0.8125;14;6;0.5
"id6";"main3";"no";0;1;-1;"nonSTEM";-1;1;0;-1;"female";2;"paired";20;3;0.833333333333333;0.869565217391304;22;20;0.833333333333333
"id6";"main4";"no";0;1;-1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";15;5;0.625;0.75;20;1;0.166666666666667
"id6";"main5";"no";0;1;-1;"nonSTEM";-1;0;1;-1;"female";4;"paired";18;4;0.75;0.818181818181818;20;8;0.666666666666667
"id6";"main6";"no";0;1;-1;"nonSTEM";-1;1;0;1;"female";2;"mixed";24;0;1;1;24;24;1
"id77";"main1";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";23;1;0.958333333333333;0.958333333333333;24;23;0.958333333333333
"id77";"main2";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";18;6;0.75;0.75;24;2;0.333333333333333
"id77";"main3";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";19;5;0.791666666666667;0.791666666666667;24;4;0.666666666666667
"id77";"main4";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";23;1;0.958333333333333;0.958333333333333;24;11;0.916666666666667
"id77";"main5";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";22;2;0.916666666666667;0.916666666666667;24;22;0.916666666666667
"id77";"main6";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";24;0;1;1;24;12;1
"id165";"main1";"no";0;1;-1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";23;1;0.958333333333333;0.958333333333333;24;5;0.833333333333333
"id165";"main2";"no";0;1;-1;"nonSTEM";-1;1;0;1;"female";2;"mixed";20;4;0.833333333333333;0.833333333333333;24;20;0.833333333333333
"id165";"main3";"no";0;1;-1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";21;3;0.875;0.875;24;4;0.666666666666667
"id165";"main4";"no";0;1;-1;"nonSTEM";-1;0;1;-1;"female";4;"paired";22;2;0.916666666666667;0.916666666666667;24;10;0.833333333333333
"id165";"main5";"no";0;1;-1;"nonSTEM";-1;1;0;-1;"female";2;"paired";21;3;0.875;0.875;24;21;0.875
"id165";"main6";"no";0;1;-1;"nonSTEM";-1;0;1;1;"female";4;"mixed";24;0;1;1;24;12;1
"id99";"main1";"no";0;1;-1;"nonSTEM";-1;1;0;-1;"female";2;"paired";20;2;0.833333333333333;0.909090909090909;21;20;0.833333333333333
"id99";"main2";"no";0;1;-1;"nonSTEM";-1;0;1;-1;"female";4;"paired";16;4;0.666666666666667;0.8;20;6;0.5
"id99";"main3";"no";0;1;-1;"nonSTEM";-1;0;1;1;"female";4;"mixed";21;3;0.875;0.875;24;10;0.833333333333333
"id99";"main4";"no";0;1;-1;"nonSTEM";-1;1;0;1;"female";2;"mixed";20;4;0.833333333333333;0.833333333333333;24;20;0.833333333333333
"id99";"main5";"no";0;1;-1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";21;3;0.875;0.875;22;4;0.666666666666667
"id99";"main6";"no";0;1;-1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";22;2;0.916666666666667;0.916666666666667;24;4;0.666666666666667
"id171";"main1";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";21;3;0.875;0.875;23;21;0.875
"id171";"main2";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";20;4;0.833333333333333;0.833333333333333;22;3;0.5
"id171";"main3";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";24;0;1;1;24;24;1
"id171";"main4";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";24;0;1;1;24;6;1
"id171";"main5";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";23;1;0.958333333333333;0.958333333333333;24;11;0.916666666666667
"id171";"main6";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";22;2;0.916666666666667;0.916666666666667;24;11;0.916666666666667
"id24";"main1";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";16;8;0.666666666666667;0.666666666666667;24;5;0.416666666666667
"id24";"main2";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";14;7;0.583333333333333;0.666666666666667;20;14;0.583333333333333
"id24";"main3";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";17;7;0.708333333333333;0.708333333333333;24;1;0.166666666666667
"id24";"main4";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";19;5;0.791666666666667;0.791666666666667;23;7;0.583333333333333
"id24";"main5";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";16;8;0.666666666666667;0.666666666666667;24;1;0.166666666666667
"id24";"main6";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";21;3;0.875;0.875;24;21;0.875
"id114";"main1";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";23;1;0.958333333333333;0.958333333333333;23;5;0.833333333333333
"id114";"main2";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";21;2;0.875;0.91304347826087;23;21;0.875
"id114";"main3";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";22;2;0.916666666666667;0.916666666666667;24;10;0.833333333333333
"id114";"main4";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";13;3;0.541666666666667;0.8125;15;2;0.333333333333333
"id114";"main5";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";24;0;1;1;24;24;1
"id114";"main6";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";21;3;0.875;0.875;24;9;0.75
"id100";"main1";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";17;7;0.708333333333333;0.708333333333333;24;2;0.333333333333333
"id100";"main2";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";21;3;0.875;0.875;24;21;0.875
"id100";"main3";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";20;4;0.833333333333333;0.833333333333333;24;20;0.833333333333333
"id100";"main4";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";19;5;0.791666666666667;0.791666666666667;24;4;0.666666666666667
"id100";"main5";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";22;2;0.916666666666667;0.916666666666667;24;10;0.833333333333333
"id100";"main6";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";18;6;0.75;0.75;24;7;0.583333333333333
"id50";"main1";"no";0;1;-1;"nonSTEM";1;0;1;1;"male";4;"mixed";24;0;1;1;24;12;1
"id50";"main2";"no";0;1;-1;"nonSTEM";1;1;0;1;"male";2;"mixed";24;0;1;1;24;24;1
"id50";"main3";"no";0;1;-1;"nonSTEM";1;-1;-1;1;"male";8;"mixed";23;1;0.958333333333333;0.958333333333333;24;5;0.833333333333333
"id50";"main4";"no";0;1;-1;"nonSTEM";1;-1;-1;-1;"male";8;"paired";23;1;0.958333333333333;0.958333333333333;24;5;0.833333333333333
"id50";"main5";"no";0;1;-1;"nonSTEM";1;1;0;-1;"male";2;"paired";23;1;0.958333333333333;0.958333333333333;24;23;0.958333333333333
"id50";"main6";"no";0;1;-1;"nonSTEM";1;0;1;-1;"male";4;"paired";24;0;1;1;24;12;1
"id102";"main1";"no";0;1;-1;"nonSTEM";-1;1;0;1;"female";2;"mixed";18;1;0.75;0.947368421052632;19;18;0.75
"id102";"main2";"no";0;1;-1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";20;4;0.833333333333333;0.833333333333333;24;4;0.666666666666667
"id102";"main3";"no";0;1;-1;"nonSTEM";-1;0;1;-1;"female";4;"paired";24;0;1;1;24;12;1
"id102";"main4";"no";0;1;-1;"nonSTEM";-1;1;0;-1;"female";2;"paired";24;0;1;1;24;24;1
"id102";"main5";"no";0;1;-1;"nonSTEM";-1;0;1;1;"female";4;"mixed";24;0;1;1;24;12;1
"id102";"main6";"no";0;1;-1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";24;0;1;1;24;6;1
"id150";"main1";"no";0;1;-1;"nonSTEM";1;1;0;-1;"male";2;"paired";24;0;1;1;24;24;1
"id150";"main2";"no";0;1;-1;"nonSTEM";1;0;1;1;"male";4;"mixed";24;0;1;1;24;12;1
"id150";"main3";"no";0;1;-1;"nonSTEM";1;-1;-1;-1;"male";8;"paired";24;0;1;1;24;6;1
"id150";"main4";"no";0;1;-1;"nonSTEM";1;-1;-1;1;"male";8;"mixed";23;1;0.958333333333333;0.958333333333333;24;5;0.833333333333333
"id150";"main5";"no";0;1;-1;"nonSTEM";1;0;1;-1;"male";4;"paired";24;0;1;1;24;12;1
"id150";"main6";"no";0;1;-1;"nonSTEM";1;1;0;1;"male";2;"mixed";23;1;0.958333333333333;0.958333333333333;24;23;0.958333333333333
"id188";"main1";"no";-1;-1;-1;"STEM";1;1;0;-1;"male";2;"paired";18;2;0.75;0.9;19;18;0.75
"id188";"main2";"no";-1;-1;-1;"STEM";1;-1;-1;-1;"male";8;"paired";24;0;1;1;24;6;1
"id188";"main3";"no";-1;-1;-1;"STEM";1;-1;-1;1;"male";8;"mixed";12;4;0.5;0.75;16;3;0.5
"id188";"main4";"no";-1;-1;-1;"STEM";1;0;1;-1;"male";4;"paired";22;2;0.916666666666667;0.916666666666667;24;10;0.833333333333333
"id188";"main5";"no";-1;-1;-1;"STEM";1;1;0;1;"male";2;"mixed";22;1;0.916666666666667;0.956521739130435;22;22;0.916666666666667
"id188";"main6";"no";-1;-1;-1;"STEM";1;0;1;1;"male";4;"mixed";21;1;0.875;0.954545454545455;21;10;0.833333333333333
"id182";"main1";"yes";0;1;1;"nonSTEM";1;-1;-1;-1;"male";8;"paired";18;6;0.75;0.75;21;3;0.5
"id182";"main2";"yes";0;1;1;"nonSTEM";1;1;0;1;"male";2;"mixed";23;1;0.958333333333333;0.958333333333333;24;23;0.958333333333333
"id182";"main3";"yes";0;1;1;"nonSTEM";1;0;1;-1;"male";4;"paired";22;2;0.916666666666667;0.916666666666667;24;10;0.833333333333333
"id182";"main4";"yes";0;1;1;"nonSTEM";1;-1;-1;1;"male";8;"mixed";16;8;0.666666666666667;0.666666666666667;22;1;0.166666666666667
"id182";"main5";"yes";0;1;1;"nonSTEM";1;0;1;1;"male";4;"mixed";22;2;0.916666666666667;0.916666666666667;24;10;0.833333333333333
"id182";"main6";"yes";0;1;1;"nonSTEM";1;1;0;-1;"male";2;"paired";22;2;0.916666666666667;0.916666666666667;24;22;0.916666666666667
"id111";"main1";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";21;3;0.875;0.875;24;3;0.5
"id111";"main2";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";15;9;0.625;0.625;24;5;0.416666666666667
"id111";"main3";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";19;5;0.791666666666667;0.791666666666667;24;19;0.791666666666667
"id111";"main4";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";19;5;0.791666666666667;0.791666666666667;24;8;0.666666666666667
"id111";"main5";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";17;7;0.708333333333333;0.708333333333333;20;2;0.333333333333333
"id111";"main6";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";15;4;0.625;0.789473684210526;18;15;0.625
"id49";"main1";"no";0;1;-1;"nonSTEM";1;1;0;-1;"male";2;"paired";9;1;0.375;0.9;9;9;0.375
"id49";"main2";"no";0;1;-1;"nonSTEM";1;1;0;1;"male";2;"mixed";10;1;0.416666666666667;0.909090909090909;10;10;0.416666666666667
"id49";"main3";"no";0;1;-1;"nonSTEM";1;-1;-1;-1;"male";8;"paired";15;1;0.625;0.9375;15;3;0.5
"id49";"main4";"no";0;1;-1;"nonSTEM";1;0;1;1;"male";4;"mixed";8;2;0.333333333333333;0.8;8;4;0.333333333333333
"id49";"main5";"no";0;1;-1;"nonSTEM";1;0;1;-1;"male";4;"paired";24;0;1;1;24;12;1
"id49";"main6";"no";0;1;-1;"nonSTEM";1;-1;-1;1;"male";8;"mixed";16;4;0.666666666666667;0.8;17;3;0.5
"id142";"main1";"no";0;1;-1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";8;4;0.333333333333333;0.666666666666667;10;0;0
"id142";"main2";"no";0;1;-1;"nonSTEM";-1;1;0;1;"female";2;"mixed";9;8;0.375;0.529411764705882;17;9;0.375
"id142";"main3";"no";0;1;-1;"nonSTEM";-1;0;1;-1;"female";4;"paired";8;6;0.333333333333333;0.571428571428571;12;2;0.166666666666667
"id142";"main4";"no";0;1;-1;"nonSTEM";-1;0;1;1;"female";4;"mixed";8;8;0.333333333333333;0.5;14;2;0.166666666666667
"id142";"main5";"no";0;1;-1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";8;8;0.333333333333333;0.5;13;0;0
"id142";"main6";"no";0;1;-1;"nonSTEM";-1;1;0;-1;"female";2;"paired";15;6;0.625;0.714285714285714;20;15;0.625
"id81";"main1";"no";0;1;-1;"nonSTEM";1;1;0;-1;"male";2;"paired";18;4;0.75;0.818181818181818;21;18;0.75
"id81";"main2";"no";0;1;-1;"nonSTEM";1;1;0;1;"male";2;"mixed";20;4;0.833333333333333;0.833333333333333;24;20;0.833333333333333
"id81";"main3";"no";0;1;-1;"nonSTEM";1;-1;-1;-1;"male";8;"paired";22;2;0.916666666666667;0.916666666666667;24;4;0.666666666666667
"id81";"main4";"no";0;1;-1;"nonSTEM";1;0;1;-1;"male";4;"paired";24;0;1;1;24;12;1
"id81";"main5";"no";0;1;-1;"nonSTEM";1;0;1;1;"male";4;"mixed";24;0;1;1;24;12;1
"id81";"main6";"no";0;1;-1;"nonSTEM";1;-1;-1;1;"male";8;"mixed";22;2;0.916666666666667;0.916666666666667;24;5;0.833333333333333
"id83";"main1";"yes";-1;-1;1;"STEM";-1;0;1;1;"female";4;"mixed";24;0;1;1;24;12;1
"id83";"main2";"yes";-1;-1;1;"STEM";-1;1;0;1;"female";2;"mixed";24;0;1;1;24;24;1
"id83";"main3";"yes";-1;-1;1;"STEM";-1;1;0;-1;"female";2;"paired";22;2;0.916666666666667;0.916666666666667;24;22;0.916666666666667
"id83";"main4";"yes";-1;-1;1;"STEM";-1;-1;-1;-1;"female";8;"paired";22;2;0.916666666666667;0.916666666666667;24;4;0.666666666666667
"id83";"main5";"yes";-1;-1;1;"STEM";-1;-1;-1;1;"female";8;"mixed";16;8;0.666666666666667;0.666666666666667;24;1;0.166666666666667
"id83";"main6";"yes";-1;-1;1;"STEM";-1;0;1;-1;"female";4;"paired";23;1;0.958333333333333;0.958333333333333;24;11;0.916666666666667
"id235";"main1";"yes";0;1;1;"nonSTEM";1;1;0;1;"male";2;"mixed";24;0;1;1;24;24;1
"id235";"main2";"yes";0;1;1;"nonSTEM";1;-1;-1;-1;"male";8;"paired";22;2;0.916666666666667;0.916666666666667;22;5;0.833333333333333
"id235";"main3";"yes";0;1;1;"nonSTEM";1;1;0;-1;"male";2;"paired";24;0;1;1;24;24;1
"id235";"main4";"yes";0;1;1;"nonSTEM";1;0;1;-1;"male";4;"paired";21;3;0.875;0.875;23;10;0.833333333333333
"id235";"main5";"yes";0;1;1;"nonSTEM";1;-1;-1;1;"male";8;"mixed";16;4;0.666666666666667;0.8;17;3;0.5
"id235";"main6";"yes";0;1;1;"nonSTEM";1;0;1;1;"male";4;"mixed";21;3;0.875;0.875;22;10;0.833333333333333
"id79";"main1";"no";0;1;-1;"nonSTEM";-1;1;0;1;"female";2;"mixed";23;1;0.958333333333333;0.958333333333333;23;23;0.958333333333333
"id79";"main2";"no";0;1;-1;"nonSTEM";-1;1;0;-1;"female";2;"paired";22;2;0.916666666666667;0.916666666666667;24;22;0.916666666666667
"id79";"main3";"no";0;1;-1;"nonSTEM";-1;0;1;1;"female";4;"mixed";21;3;0.875;0.875;24;9;0.75
"id79";"main4";"no";0;1;-1;"nonSTEM";-1;0;1;-1;"female";4;"paired";24;0;1;1;24;12;1
"id79";"main5";"no";0;1;-1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";23;1;0.958333333333333;0.958333333333333;24;5;0.833333333333333
"id79";"main6";"no";0;1;-1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";24;0;1;1;24;6;1
"id117";"main1";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";17;3;0.708333333333333;0.85;18;8;0.666666666666667
"id117";"main2";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";21;3;0.875;0.875;24;21;0.875
"id117";"main3";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";21;3;0.875;0.875;24;3;0.5
"id117";"main4";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";22;2;0.916666666666667;0.916666666666667;24;10;0.833333333333333
"id117";"main5";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";23;1;0.958333333333333;0.958333333333333;24;23;0.958333333333333
"id117";"main6";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";17;7;0.708333333333333;0.708333333333333;20;2;0.333333333333333
"id199";"main1";"no";0;1;-1;"nonSTEM";-1;1;0;1;"female";2;"mixed";21;3;0.875;0.875;23;21;0.875
"id199";"main2";"no";0;1;-1;"nonSTEM";-1;0;1;1;"female";4;"mixed";22;2;0.916666666666667;0.916666666666667;24;10;0.833333333333333
"id199";"main3";"no";0;1;-1;"nonSTEM";-1;0;1;-1;"female";4;"paired";24;0;1;1;24;12;1
