"ID";"block";"experience";"STEMContrasts1";"STEMContrasts2";"experienceContrasts";"STEM";"sexContrasts";"nStimuliContrasts1";"nStimuliContrasts2";"typeContrasts";"sex";"nStimuli";"typeOfAlternatives";"hitSum";"incorrectSum";"acc";"accAttempts";"attempts";"fullCorrectTrials";"accScoringSystem"
"id120";"main5";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";18;6;0.75;0.75;22;3;0.5
"id120";"main6";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";24;0;1;1;24;24;1
"id236";"main1";"yes";0;1;1;"nonSTEM";1;1;0;-1;"male";2;"paired";24;0;1;1;24;24;1
"id236";"main2";"yes";0;1;1;"nonSTEM";1;-1;-1;1;"male";8;"mixed";20;4;0.833333333333333;0.833333333333333;20;5;0.833333333333333
"id236";"main3";"yes";0;1;1;"nonSTEM";1;0;1;1;"male";4;"mixed";24;0;1;1;24;12;1
"id236";"main4";"yes";0;1;1;"nonSTEM";1;-1;-1;-1;"male";8;"paired";24;0;1;1;24;6;1
"id236";"main5";"yes";0;1;1;"nonSTEM";1;1;0;1;"male";2;"mixed";24;0;1;1;24;24;1
"id236";"main6";"yes";0;1;1;"nonSTEM";1;0;1;-1;"male";4;"paired";24;0;1;1;24;12;1
"id41";"main1";"no";0;1;-1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";12;4;0.5;0.75;14;2;0.333333333333333
"id41";"main2";"no";0;1;-1;"nonSTEM";-1;0;1;1;"female";4;"mixed";24;0;1;1;24;12;1
"id41";"main3";"no";0;1;-1;"nonSTEM";-1;0;1;-1;"female";4;"paired";14;4;0.583333333333333;0.777777777777778;17;7;0.583333333333333
"id41";"main4";"no";0;1;-1;"nonSTEM";-1;1;0;-1;"female";2;"paired";22;1;0.916666666666667;0.956521739130435;22;22;0.916666666666667
"id41";"main5";"no";0;1;-1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";22;2;0.916666666666667;0.916666666666667;24;4;0.666666666666667
"id41";"main6";"no";0;1;-1;"nonSTEM";-1;1;0;1;"female";2;"mixed";23;0;0.958333333333333;1;23;23;0.958333333333333
"id184";"main1";"yes";0;1;1;"nonSTEM";1;0;1;-1;"male";4;"paired";16;8;0.666666666666667;0.666666666666667;24;5;0.416666666666667
"id184";"main2";"yes";0;1;1;"nonSTEM";1;-1;-1;1;"male";8;"mixed";21;3;0.875;0.875;24;4;0.666666666666667
"id184";"main3";"yes";0;1;1;"nonSTEM";1;-1;-1;-1;"male";8;"paired";22;2;0.916666666666667;0.916666666666667;24;4;0.666666666666667
"id184";"main4";"yes";0;1;1;"nonSTEM";1;0;1;1;"male";4;"mixed";17;7;0.708333333333333;0.708333333333333;24;6;0.5
"id184";"main5";"yes";0;1;1;"nonSTEM";1;1;0;-1;"male";2;"paired";22;2;0.916666666666667;0.916666666666667;24;22;0.916666666666667
"id184";"main6";"yes";0;1;1;"nonSTEM";1;1;0;1;"male";2;"mixed";21;3;0.875;0.875;24;21;0.875
"id204";"main1";"yes";-1;-1;1;"STEM";-1;-1;-1;1;"female";8;"mixed";22;2;0.916666666666667;0.916666666666667;24;4;0.666666666666667
"id204";"main2";"yes";-1;-1;1;"STEM";-1;-1;-1;-1;"female";8;"paired";24;0;1;1;24;6;1
"id204";"main3";"yes";-1;-1;1;"STEM";-1;0;1;-1;"female";4;"paired";23;1;0.958333333333333;0.958333333333333;24;11;0.916666666666667
"id204";"main4";"yes";-1;-1;1;"STEM";-1;0;1;1;"female";4;"mixed";22;2;0.916666666666667;0.916666666666667;24;10;0.833333333333333
"id204";"main5";"yes";-1;-1;1;"STEM";-1;1;0;1;"female";2;"mixed";22;2;0.916666666666667;0.916666666666667;24;22;0.916666666666667
"id204";"main6";"yes";-1;-1;1;"STEM";-1;1;0;-1;"female";2;"paired";24;0;1;1;24;24;1
"id109";"main1";"no";0;1;-1;"nonSTEM";-1;1;0;-1;"female";2;"paired";18;1;0.75;0.947368421052632;18;18;0.75
"id109";"main2";"no";0;1;-1;"nonSTEM";-1;0;1;-1;"female";4;"paired";23;1;0.958333333333333;0.958333333333333;24;11;0.916666666666667
"id109";"main3";"no";0;1;-1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";16;4;0.666666666666667;0.8;18;2;0.333333333333333
"id109";"main4";"no";0;1;-1;"nonSTEM";-1;0;1;1;"female";4;"mixed";18;6;0.75;0.75;24;6;0.5
"id109";"main5";"no";0;1;-1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";20;4;0.833333333333333;0.833333333333333;22;4;0.666666666666667
"id109";"main6";"no";0;1;-1;"nonSTEM";-1;1;0;1;"female";2;"mixed";19;4;0.791666666666667;0.826086956521739;22;19;0.791666666666667
"id218";"main1";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";20;4;0.833333333333333;0.833333333333333;24;20;0.833333333333333
"id218";"main2";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";23;1;0.958333333333333;0.958333333333333;24;11;0.916666666666667
"id218";"main3";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";22;2;0.916666666666667;0.916666666666667;24;4;0.666666666666667
"id218";"main4";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";20;4;0.833333333333333;0.833333333333333;24;8;0.666666666666667
"id218";"main5";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";22;2;0.916666666666667;0.916666666666667;24;22;0.916666666666667
"id218";"main6";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";15;9;0.625;0.625;24;0;0
"id156";"main1";"no";0;1;-1;"nonSTEM";1;0;1;1;"male";4;"mixed";14;2;0.583333333333333;0.875;15;6;0.5
"id156";"main2";"no";0;1;-1;"nonSTEM";1;0;1;-1;"male";4;"paired";21;3;0.875;0.875;24;9;0.75
"id156";"main3";"no";0;1;-1;"nonSTEM";1;1;0;1;"male";2;"mixed";19;5;0.791666666666667;0.791666666666667;24;19;0.791666666666667
"id156";"main4";"no";0;1;-1;"nonSTEM";1;-1;-1;-1;"male";8;"paired";18;6;0.75;0.75;20;3;0.5
"id156";"main5";"no";0;1;-1;"nonSTEM";1;-1;-1;1;"male";8;"mixed";20;4;0.833333333333333;0.833333333333333;24;3;0.5
"id156";"main6";"no";0;1;-1;"nonSTEM";1;1;0;-1;"male";2;"paired";22;2;0.916666666666667;0.916666666666667;24;22;0.916666666666667
"id14";"main1";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";20;4;0.833333333333333;0.833333333333333;24;5;0.833333333333333
"id14";"main2";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";21;3;0.875;0.875;24;21;0.875
"id14";"main3";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";20;4;0.833333333333333;0.833333333333333;24;20;0.833333333333333
"id14";"main4";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";21;3;0.875;0.875;24;3;0.5
"id14";"main5";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";18;6;0.75;0.75;24;6;0.5
"id14";"main6";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";20;4;0.833333333333333;0.833333333333333;24;8;0.666666666666667
"id247";"main1";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";16;8;0.666666666666667;0.666666666666667;22;2;0.333333333333333
"id247";"main2";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";22;2;0.916666666666667;0.916666666666667;24;10;0.833333333333333
"id247";"main3";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";21;3;0.875;0.875;24;3;0.5
"id247";"main4";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";24;0;1;1;24;24;1
"id247";"main5";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";16;6;0.666666666666667;0.727272727272727;20;6;0.5
"id247";"main6";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";23;1;0.958333333333333;0.958333333333333;24;23;0.958333333333333
"id164";"main1";"yes";0;1;1;"nonSTEM";1;-1;-1;1;"male";8;"mixed";18;2;0.75;0.9;19;3;0.5
"id164";"main2";"yes";0;1;1;"nonSTEM";1;0;1;-1;"male";4;"paired";20;2;0.833333333333333;0.909090909090909;20;10;0.833333333333333
"id164";"main3";"yes";0;1;1;"nonSTEM";1;-1;-1;-1;"male";8;"paired";16;0;0.666666666666667;1;16;4;0.666666666666667
"id164";"main4";"yes";0;1;1;"nonSTEM";1;1;0;-1;"male";2;"paired";24;0;1;1;24;24;1
"id164";"main5";"yes";0;1;1;"nonSTEM";1;0;1;1;"male";4;"mixed";24;0;1;1;24;12;1
"id164";"main6";"yes";0;1;1;"nonSTEM";1;1;0;1;"male";2;"mixed";24;0;1;1;24;24;1
"id141";"main1";"no";0;1;-1;"nonSTEM";-1;0;1;1;"female";4;"mixed";14;6;0.583333333333333;0.7;18;5;0.416666666666667
"id141";"main2";"no";0;1;-1;"nonSTEM";-1;1;0;-1;"female";2;"paired";16;1;0.666666666666667;0.941176470588235;16;16;0.666666666666667
"id141";"main3";"no";0;1;-1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";21;3;0.875;0.875;22;4;0.666666666666667
"id141";"main4";"no";0;1;-1;"nonSTEM";-1;1;0;1;"female";2;"mixed";16;2;0.666666666666667;0.888888888888889;17;16;0.666666666666667
"id141";"main5";"no";0;1;-1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";10;6;0.416666666666667;0.625;14;1;0.166666666666667
"id141";"main6";"no";0;1;-1;"nonSTEM";-1;0;1;-1;"female";4;"paired";16;2;0.666666666666667;0.888888888888889;17;7;0.583333333333333
"id167";"main1";"no";0;1;-1;"nonSTEM";-1;1;0;1;"female";2;"mixed";15;3;0.625;0.833333333333333;17;15;0.625
"id167";"main2";"no";0;1;-1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";17;3;0.708333333333333;0.85;19;2;0.333333333333333
"id167";"main3";"no";0;1;-1;"nonSTEM";-1;0;1;1;"female";4;"mixed";12;2;0.5;0.857142857142857;12;6;0.5
"id167";"main4";"no";0;1;-1;"nonSTEM";-1;1;0;-1;"female";2;"paired";20;3;0.833333333333333;0.869565217391304;22;20;0.833333333333333
"id167";"main5";"no";0;1;-1;"nonSTEM";-1;0;1;-1;"female";4;"paired";24;0;1;1;24;12;1
"id167";"main6";"no";0;1;-1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";19;5;0.791666666666667;0.791666666666667;21;3;0.5
"id20";"main1";"no";0;1;-1;"nonSTEM";-1;0;1;1;"female";4;"mixed";9;5;0.375;0.642857142857143;13;3;0.25
"id20";"main2";"no";0;1;-1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";8;8;0.333333333333333;0.5;12;0;0
"id20";"main3";"no";0;1;-1;"nonSTEM";-1;1;0;-1;"female";2;"paired";20;4;0.833333333333333;0.833333333333333;23;20;0.833333333333333
"id20";"main4";"no";0;1;-1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";13;7;0.541666666666667;0.65;18;0;0
"id20";"main5";"no";0;1;-1;"nonSTEM";-1;0;1;-1;"female";4;"paired";17;3;0.708333333333333;0.85;19;7;0.583333333333333
"id20";"main6";"no";0;1;-1;"nonSTEM";-1;1;0;1;"female";2;"mixed";22;2;0.916666666666667;0.916666666666667;24;22;0.916666666666667
"id179";"main1";"yes";0;1;1;"nonSTEM";1;-1;-1;1;"male";8;"mixed";19;5;0.791666666666667;0.791666666666667;24;2;0.333333333333333
"id179";"main2";"yes";0;1;1;"nonSTEM";1;0;1;-1;"male";4;"paired";23;1;0.958333333333333;0.958333333333333;24;11;0.916666666666667
"id179";"main3";"yes";0;1;1;"nonSTEM";1;-1;-1;-1;"male";8;"paired";24;0;1;1;24;6;1
"id179";"main4";"yes";0;1;1;"nonSTEM";1;0;1;1;"male";4;"mixed";24;0;1;1;24;12;1
"id179";"main5";"yes";0;1;1;"nonSTEM";1;1;0;-1;"male";2;"paired";24;0;1;1;24;24;1
"id179";"main6";"yes";0;1;1;"nonSTEM";1;1;0;1;"male";2;"mixed";23;1;0.958333333333333;0.958333333333333;24;23;0.958333333333333
"id58";"main1";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";14;6;0.583333333333333;0.7;18;2;0.333333333333333
"id58";"main2";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";16;8;0.666666666666667;0.666666666666667;20;3;0.5
"id58";"main3";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";22;2;0.916666666666667;0.916666666666667;24;10;0.833333333333333
"id58";"main4";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";21;3;0.875;0.875;24;21;0.875
"id58";"main5";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";24;0;1;1;24;24;1
"id58";"main6";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";20;4;0.833333333333333;0.833333333333333;23;8;0.666666666666667
"id166";"main1";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";13;5;0.541666666666667;0.722222222222222;17;4;0.333333333333333
"id166";"main2";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";10;10;0.416666666666667;0.5;16;0;0
"id166";"main3";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";15;5;0.625;0.75;19;15;0.625
"id166";"main4";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";12;12;0.5;0.5;24;1;0.166666666666667
"id166";"main5";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";18;5;0.75;0.782608695652174;22;18;0.75
"id166";"main6";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";19;5;0.791666666666667;0.791666666666667;24;7;0.583333333333333
"id91";"main1";"no";0;1;-1;"nonSTEM";-1;1;0;1;"female";2;"mixed";18;2;0.75;0.9;20;18;0.75
"id91";"main2";"no";0;1;-1;"nonSTEM";-1;0;1;-1;"female";4;"paired";18;6;0.75;0.75;24;7;0.583333333333333
"id91";"main3";"no";0;1;-1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";22;2;0.916666666666667;0.916666666666667;24;4;0.666666666666667
"id91";"main4";"no";0;1;-1;"nonSTEM";-1;0;1;1;"female";4;"mixed";23;1;0.958333333333333;0.958333333333333;24;11;0.916666666666667
"id91";"main5";"no";0;1;-1;"nonSTEM";-1;1;0;-1;"female";2;"paired";24;0;1;1;24;24;1
"id91";"main6";"no";0;1;-1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";14;10;0.583333333333333;0.583333333333333;23;2;0.333333333333333
"id17";"main1";"no";0;1;-1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";12;12;0.5;0.5;21;0;0
"id17";"main2";"no";0;1;-1;"nonSTEM";-1;0;1;1;"female";4;"mixed";22;2;0.916666666666667;0.916666666666667;24;10;0.833333333333333
"id17";"main3";"no";0;1;-1;"nonSTEM";-1;1;0;-1;"female";2;"paired";19;5;0.791666666666667;0.791666666666667;24;19;0.791666666666667
"id17";"main4";"no";0;1;-1;"nonSTEM";-1;0;1;-1;"female";4;"paired";19;5;0.791666666666667;0.791666666666667;24;8;0.666666666666667
"id17";"main5";"no";0;1;-1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";20;4;0.833333333333333;0.833333333333333;24;4;0.666666666666667
"id17";"main6";"no";0;1;-1;"nonSTEM";-1;1;0;1;"female";2;"mixed";20;4;0.833333333333333;0.833333333333333;24;20;0.833333333333333
"id173";"main1";"yes";0;1;1;"nonSTEM";1;1;0;-1;"male";2;"paired";18;1;0.75;0.947368421052632;18;18;0.75
"id173";"main2";"yes";0;1;1;"nonSTEM";1;0;1;1;"male";4;"mixed";23;1;0.958333333333333;0.958333333333333;24;11;0.916666666666667
"id173";"main3";"yes";0;1;1;"nonSTEM";1;0;1;-1;"male";4;"paired";19;5;0.791666666666667;0.791666666666667;22;8;0.666666666666667
"id173";"main4";"yes";0;1;1;"nonSTEM";1;-1;-1;-1;"male";8;"paired";22;2;0.916666666666667;0.916666666666667;24;4;0.666666666666667
"id173";"main5";"yes";0;1;1;"nonSTEM";1;-1;-1;1;"male";8;"mixed";18;6;0.75;0.75;20;3;0.5
"id173";"main6";"yes";0;1;1;"nonSTEM";1;1;0;1;"male";2;"mixed";16;4;0.666666666666667;0.8;19;16;0.666666666666667
"id134";"main1";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";19;5;0.791666666666667;0.791666666666667;24;8;0.666666666666667
"id134";"main2";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";22;2;0.916666666666667;0.916666666666667;24;22;0.916666666666667
"id134";"main3";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";23;1;0.958333333333333;0.958333333333333;24;11;0.916666666666667
"id134";"main4";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";18;6;0.75;0.75;24;2;0.333333333333333
"id134";"main5";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";24;0;1;1;24;24;1
"id134";"main6";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";20;4;0.833333333333333;0.833333333333333;24;2;0.333333333333333
"id86";"main1";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";15;5;0.625;0.75;16;3;0.5
"id86";"main2";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";16;4;0.666666666666667;0.8;18;7;0.583333333333333
"id86";"main3";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";17;3;0.708333333333333;0.85;18;3;0.5
"id86";"main4";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";18;1;0.75;0.947368421052632;18;18;0.75
"id86";"main5";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";17;3;0.708333333333333;0.85;19;17;0.708333333333333
"id86";"main6";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";18;2;0.75;0.9;20;8;0.666666666666667
"id250";"main1";"no";0;1;-1;"nonSTEM";1;1;0;-1;"male";2;"paired";18;6;0.75;0.75;23;18;0.75
"id250";"main2";"no";0;1;-1;"nonSTEM";1;-1;-1;1;"male";8;"mixed";22;2;0.916666666666667;0.916666666666667;24;4;0.666666666666667
"id250";"main3";"no";0;1;-1;"nonSTEM";1;0;1;-1;"male";4;"paired";22;2;0.916666666666667;0.916666666666667;24;10;0.833333333333333
"id250";"main4";"no";0;1;-1;"nonSTEM";1;1;0;1;"male";2;"mixed";22;1;0.916666666666667;0.956521739130435;22;22;0.916666666666667
"id250";"main5";"no";0;1;-1;"nonSTEM";1;0;1;1;"male";4;"mixed";23;1;0.958333333333333;0.958333333333333;24;11;0.916666666666667
"id250";"main6";"no";0;1;-1;"nonSTEM";1;-1;-1;-1;"male";8;"paired";22;2;0.916666666666667;0.916666666666667;24;4;0.666666666666667
"id206";"main1";"no";0;1;-1;"nonSTEM";-1;1;0;1;"female";2;"mixed";17;3;0.708333333333333;0.85;19;17;0.708333333333333
"id206";"main2";"no";0;1;-1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";9;7;0.375;0.5625;13;0;0
"id206";"main3";"no";0;1;-1;"nonSTEM";-1;0;1;-1;"female";4;"paired";19;5;0.791666666666667;0.791666666666667;24;8;0.666666666666667
"id206";"main4";"no";0;1;-1;"nonSTEM";-1;0;1;1;"female";4;"mixed";17;7;0.708333333333333;0.708333333333333;22;8;0.666666666666667
"id206";"main5";"no";0;1;-1;"nonSTEM";-1;1;0;-1;"female";2;"paired";20;2;0.833333333333333;0.909090909090909;21;20;0.833333333333333
"id206";"main6";"no";0;1;-1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";14;6;0.583333333333333;0.7;17;2;0.333333333333333
"id249";"main1";"no";0;1;-1;"nonSTEM";-1;1;0;-1;"female";2;"paired";18;5;0.75;0.782608695652174;22;18;0.75
"id249";"main2";"no";0;1;-1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";22;2;0.916666666666667;0.916666666666667;24;5;0.833333333333333
"id249";"main3";"no";0;1;-1;"nonSTEM";-1;1;0;1;"female";2;"mixed";21;3;0.875;0.875;24;21;0.875
"id249";"main4";"no";0;1;-1;"nonSTEM";-1;0;1;-1;"female";4;"paired";23;1;0.958333333333333;0.958333333333333;24;11;0.916666666666667
"id249";"main5";"no";0;1;-1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";22;2;0.916666666666667;0.916666666666667;24;4;0.666666666666667
"id249";"main6";"no";0;1;-1;"nonSTEM";-1;0;1;1;"female";4;"mixed";23;1;0.958333333333333;0.958333333333333;24;11;0.916666666666667
"id251";"main1";"no";0;1;-1;"nonSTEM";-1;0;1;-1;"female";4;"paired";16;2;0.666666666666667;0.888888888888889;17;7;0.583333333333333
"id251";"main2";"no";0;1;-1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";11;9;0.458333333333333;0.55;16;2;0.333333333333333
"id251";"main3";"no";0;1;-1;"nonSTEM";-1;1;0;-1;"female";2;"paired";22;0;0.916666666666667;1;24;22;0.916666666666667
"id251";"main4";"no";0;1;-1;"nonSTEM";-1;0;1;1;"female";4;"mixed";20;4;0.833333333333333;0.833333333333333;24;9;0.75
"id251";"main5";"no";0;1;-1;"nonSTEM";-1;1;0;1;"female";2;"mixed";22;2;0.916666666666667;0.916666666666667;24;22;0.916666666666667
"id251";"main6";"no";0;1;-1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";24;0;1;1;24;6;1
"id105";"main1";"no";0;1;-1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";24;0;1;1;24;6;1
"id105";"main2";"no";0;1;-1;"nonSTEM";-1;0;1;-1;"female";4;"paired";23;1;0.958333333333333;0.958333333333333;24;11;0.916666666666667
"id105";"main3";"no";0;1;-1;"nonSTEM";-1;1;0;-1;"female";2;"paired";23;1;0.958333333333333;0.958333333333333;24;23;0.958333333333333
"id105";"main4";"no";0;1;-1;"nonSTEM";-1;0;1;1;"female";4;"mixed";24;0;1;1;24;12;1
"id105";"main5";"no";0;1;-1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";23;1;0.958333333333333;0.958333333333333;24;5;0.833333333333333
"id105";"main6";"no";0;1;-1;"nonSTEM";-1;1;0;1;"female";2;"mixed";22;2;0.916666666666667;0.916666666666667;24;22;0.916666666666667
"id211";"main1";"yes";0;1;1;"nonSTEM";1;0;1;1;"male";4;"mixed";19;5;0.791666666666667;0.791666666666667;24;7;0.583333333333333
"id211";"main2";"yes";0;1;1;"nonSTEM";1;-1;-1;-1;"male";8;"paired";16;8;0.666666666666667;0.666666666666667;24;1;0.166666666666667
"id211";"main3";"yes";0;1;1;"nonSTEM";1;-1;-1;1;"male";8;"mixed";17;7;0.708333333333333;0.708333333333333;24;2;0.333333333333333
"id211";"main4";"yes";0;1;1;"nonSTEM";1;1;0;1;"male";2;"mixed";20;4;0.833333333333333;0.833333333333333;24;20;0.833333333333333
"id211";"main5";"yes";0;1;1;"nonSTEM";1;1;0;-1;"male";2;"paired";19;5;0.791666666666667;0.791666666666667;24;19;0.791666666666667
"id211";"main6";"yes";0;1;1;"nonSTEM";1;0;1;-1;"male";4;"paired";24;0;1;1;24;12;1
"id237";"main1";"yes";0;1;1;"nonSTEM";1;-1;-1;1;"male";8;"mixed";23;1;0.958333333333333;0.958333333333333;24;5;0.833333333333333
"id237";"main2";"yes";0;1;1;"nonSTEM";1;-1;-1;-1;"male";8;"paired";24;0;1;1;24;6;1
"id237";"main3";"yes";0;1;1;"nonSTEM";1;1;0;-1;"male";2;"paired";24;0;1;1;24;24;1
"id237";"main4";"yes";0;1;1;"nonSTEM";1;0;1;-1;"male";4;"paired";24;0;1;1;24;12;1
"id237";"main5";"yes";0;1;1;"nonSTEM";1;1;0;1;"male";2;"mixed";23;1;0.958333333333333;0.958333333333333;24;23;0.958333333333333
"id237";"main6";"yes";0;1;1;"nonSTEM";1;0;1;1;"male";4;"mixed";23;1;0.958333333333333;0.958333333333333;24;11;0.916666666666667
"id219";"main1";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";20;4;0.833333333333333;0.833333333333333;24;20;0.833333333333333
"id219";"main2";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";17;7;0.708333333333333;0.708333333333333;24;3;0.5
"id219";"main3";"yes";0;1;1;"nonSTEM";-1;0;1;-1;"female";4;"paired";21;3;0.875;0.875;24;9;0.75
"id219";"main4";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";18;6;0.75;0.75;24;18;0.75
"id219";"main5";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";21;3;0.875;0.875;24;9;0.75
"id219";"main6";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";17;7;0.708333333333333;0.708333333333333;24;2;0.333333333333333
"id197";"main1";"no";0;1;-1;"nonSTEM";1;1;0;1;"male";2;"mixed";22;1;0.916666666666667;0.956521739130435;22;22;0.916666666666667
"id197";"main2";"no";0;1;-1;"nonSTEM";1;0;1;-1;"male";4;"paired";19;3;0.791666666666667;0.863636363636364;22;9;0.75
"id197";"main3";"no";0;1;-1;"nonSTEM";1;-1;-1;-1;"male";8;"paired";23;1;0.958333333333333;0.958333333333333;24;5;0.833333333333333
"id197";"main4";"no";0;1;-1;"nonSTEM";1;-1;-1;1;"male";8;"mixed";24;0;1;1;24;6;1
"id197";"main5";"no";0;1;-1;"nonSTEM";1;1;0;-1;"male";2;"paired";22;2;0.916666666666667;0.916666666666667;24;22;0.916666666666667
"id197";"main6";"no";0;1;-1;"nonSTEM";1;0;1;1;"male";4;"mixed";22;2;0.916666666666667;0.916666666666667;24;10;0.833333333333333
"id248";"main1";"yes";0;1;1;"nonSTEM";1;0;1;1;"male";4;"mixed";20;4;0.833333333333333;0.833333333333333;24;10;0.833333333333333
"id248";"main2";"yes";0;1;1;"nonSTEM";1;1;0;1;"male";2;"mixed";23;1;0.958333333333333;0.958333333333333;24;23;0.958333333333333
"id248";"main3";"yes";0;1;1;"nonSTEM";1;0;1;-1;"male";4;"paired";21;3;0.875;0.875;24;10;0.833333333333333
"id248";"main4";"yes";0;1;1;"nonSTEM";1;-1;-1;-1;"male";8;"paired";20;4;0.833333333333333;0.833333333333333;23;3;0.5
"id248";"main5";"yes";0;1;1;"nonSTEM";1;-1;-1;1;"male";8;"mixed";19;5;0.791666666666667;0.791666666666667;24;3;0.5
"id248";"main6";"yes";0;1;1;"nonSTEM";1;1;0;-1;"male";2;"paired";23;1;0.958333333333333;0.958333333333333;24;23;0.958333333333333
"id186";"main1";"yes";0;1;1;"nonSTEM";-1;1;0;1;"female";2;"mixed";18;6;0.75;0.75;24;18;0.75
"id186";"main2";"yes";0;1;1;"nonSTEM";-1;0;1;1;"female";4;"mixed";19;5;0.791666666666667;0.791666666666667;24;8;0.666666666666667
"id186";"main3";"yes";0;1;1;"nonSTEM";-1;-1;-1;-1;"female";8;"paired";22;2;0.916666666666667;0.916666666666667;24;4;0.666666666666667
"id186";"main4";"yes";0;1;1;"nonSTEM";-1;1;0;-1;"female";2;"paired";22;2;0.916666666666667;0.916666666666667;24;22;0.916666666666667
"id186";"main5";"yes";0;1;1;"nonSTEM";-1;-1;-1;1;"female";8;"mixed";18;6;0.75;0.75;24;0;0
